index  support   support_data
 2418  25.000        frozenset({'other vegetables', 'beef', 'fruit/vegetable juice'})
 2419  41.000        frozenset({'pastry', 'domestic eggs', 'whole milk'})
 2420  33.000        frozenset({'other vegetables', 'frozen vegetables', 'pip fruit'})
 2421  50.000        frozenset({'newspapers', 'yogurt', 'rolls/buns'})
 2422  77.000        frozenset({'rolls/buns', 'tropical fruit', 'other vegetables'})
 2423  68.000        frozenset({'domestic eggs', 'tropical fruit', 'whole milk'})
 2424  25.000        frozenset({'root vegetables', 'chicken', 'rolls/buns'})
 2425  95.000        frozenset({'soda', 'rolls/buns', 'sausage'})
 2426  29.000        frozenset({'beef', 'yogurt', 'tropical fruit'})
 2427  66.000        frozenset({'other vegetables', 'cream cheese', 'whole milk'})
 2428  27.000        frozenset({'root vegetables', 'yogurt', 'napkins'})
 2429  28.000        frozenset({'curd', 'cream cheese', 'whole milk'})
 2430  121.000        frozenset({'root vegetables', 'other vegetables', 'tropical fruit'})
 2431  26.000        frozenset({'other vegetables', 'citrus fruit', 'napkins'})
 2432  39.000        frozenset({'bottled water', 'rolls/buns', 'sausage'})
 2433  30.000        frozenset({'tropical fruit', 'whipped/sour cream', 'butter'})
 2434  62.000        frozenset({'yogurt', 'tropical fruit', 'citrus fruit'})
 2435  29.000        frozenset({'butter milk', 'whipped/sour cream', 'whole milk'})
 2436  26.000        frozenset({'newspapers', 'pork', 'other vegetables'})
 2437  26.000        frozenset({'other vegetables', 'white bread', 'pip fruit'})
 2438  40.000        frozenset({'other vegetables', 'herbs', 'whole milk'})
 2439  28.000        frozenset({'yogurt', 'frankfurter', 'soda'})
 2440  26.000        frozenset({'root vegetables', 'tropical fruit', 'brown bread'})
 2441  32.000        frozenset({'chocolate', 'whole milk', 'pip fruit'})
 2442  25.000        frozenset({'pastry', 'margarine', 'yogurt'})
 2443  52.000        frozenset({'root vegetables', 'shopping bags', 'whole milk'})
 2444  40.000        frozenset({'pastry', 'domestic eggs', 'other vegetables'})
 2445  25.000        frozenset({'root vegetables', 'shopping bags', 'pip fruit'})
 2446  40.000        frozenset({'other vegetables', 'bottled beer', 'soda'})
 2447  28.000        frozenset({'other vegetables', 'shopping bags', 'fruit/vegetable juice'})
 2448  33.000        frozenset({'rolls/buns', 'sugar', 'whole milk'})
 2449  100.000        frozenset({'other vegetables', 'pork', 'whole milk'})
 2450  27.000        frozenset({'other vegetables', 'margarine', 'curd'})
 2451  31.000        frozenset({'other vegetables', 'curd', 'citrus fruit'})
 2452  56.000        frozenset({'pastry', 'whole milk', 'sausage'})
 2453  26.000        frozenset({'pork', 'sugar', 'whole milk'})
 2454  35.000        frozenset({'other vegetables', 'detergent', 'whole milk'})
 2455  25.000        frozenset({'domestic eggs', 'rolls/buns', 'butter'})
 2456  27.000        frozenset({'rolls/buns', 'canned beer', 'sausage'})
 2457  35.000        frozenset({'root vegetables', 'tropical fruit', 'butter'})
 2458  28.000        frozenset({'other vegetables', 'tropical fruit', 'berries'})
 2459  33.000        frozenset({'other vegetables', 'whipped/sour cream', 'napkins'})
 2460  47.000        frozenset({'other vegetables', 'tropical fruit', 'shopping bags'})
 2461  43.000        frozenset({'tropical fruit', 'rolls/buns', 'citrus fruit'})
 2462  30.000        frozenset({'bottled water', 'frankfurter', 'rolls/buns'})
 2463  71.000        frozenset({'rolls/buns', 'whole milk', 'citrus fruit'})
 2464  49.000        frozenset({'tropical fruit', 'shopping bags', 'whole milk'})
 2465  31.000        frozenset({'newspapers', 'whole milk', 'butter'})
 2466  32.000        frozenset({'tropical fruit', 'shopping bags', 'pip fruit'})
 2467  34.000        frozenset({'root vegetables', 'other vegetables', 'dessert'})
 2468  33.000        frozenset({'chocolate', 'yogurt', 'rolls/buns'})
 2469  38.000        frozenset({'frankfurter', 'rolls/buns', 'soda'})
 2470  35.000        frozenset({'frozen vegetables', 'whole milk', 'citrus fruit'})
 2471  28.000        frozenset({'root vegetables', 'pork', 'rolls/buns'})
 2472  39.000        frozenset({'rolls/buns', 'yogurt', 'cream cheese'})
 2473  30.000        frozenset({'root vegetables', 'other vegetables', 'berries'})
 2474  48.000        frozenset({'yogurt', 'other vegetables', 'chicken'})
 2475  31.000        frozenset({'whole milk', 'pork', 'pip fruit'})
 2476  84.000        frozenset({'root vegetables', 'other vegetables', 'whipped/sour cream'})
 2477  38.000        frozenset({'pastry', 'other vegetables', 'butter'})
 2478  36.000        frozenset({'frozen meals', 'whole milk', 'other vegetables'})
 2479  65.000        frozenset({'root vegetables', 'other vegetables', 'shopping bags'})
 2480  35.000        frozenset({'yogurt', 'curd', 'sausage'})
 2481  25.000        frozenset({'other vegetables', 'waffles', 'soda'})
 2482  35.000        frozenset({'whole milk', 'chicken', 'soda'})
 2483  76.000        frozenset({'root vegetables', 'whole milk', 'sausage'})
 2484  27.000        frozenset({'whole milk', 'frankfurter', 'butter'})
 2485  44.000        frozenset({'domestic eggs', 'whole milk', 'sausage'})
 2486  28.000        frozenset({'newspapers', 'pork', 'whole milk'})
 2487  26.000        frozenset({'soda', 'yogurt', 'berries'})
 2488  35.000        frozenset({'bottled water', 'newspapers', 'soda'})
 2489  26.000        frozenset({'other vegetables', 'rolls/buns', 'candy'})
 2490  26.000        frozenset({'rolls/buns', 'fruit/vegetable juice', 'sausage'})
 2491  47.000        frozenset({'yogurt', 'rolls/buns', 'whipped/sour cream'})
 2492  27.000        frozenset({'root vegetables', 'other vegetables', 'meat'})
 2493  31.000        frozenset({'frankfurter', 'rolls/buns', 'shopping bags'})
 2494  45.000        frozenset({'beef', 'tropical fruit', 'whole milk'})
 2495  74.000        frozenset({'bottled water', 'whole milk', 'soda'})
 2496  48.000        frozenset({'yogurt', 'tropical fruit', 'fruit/vegetable juice'})
 2497  48.000        frozenset({'root vegetables', 'whole milk', 'napkins'})
 2498  34.000        frozenset({'domestic eggs', 'cream cheese', 'whole milk'})
 2499  27.000        frozenset({'domestic eggs', 'whole milk', 'hygiene articles'})
 2500  29.000        frozenset({'root vegetables', 'rolls/buns', 'frozen vegetables'})
 2501  53.000        frozenset({'domestic eggs', 'whole milk', 'pip fruit'})
 2502  53.000        frozenset({'rolls/buns', 'bottled beer', 'whole milk'})
 2503  36.000        frozenset({'beef', 'butter', 'whole milk'})
 2504  39.000        frozenset({'root vegetables', 'other vegetables', 'white bread'})
 2505  41.000        frozenset({'other vegetables', 'tropical fruit', 'frozen vegetables'})
 2506  54.000        frozenset({'newspapers', 'rolls/buns', 'other vegetables'})
 2507  36.000        frozenset({'other vegetables', 'yogurt', 'long life bakery product'})
 2508  40.000        frozenset({'newspapers', 'rolls/buns', 'soda'})
 2509  27.000        frozenset({'whipped/sour cream', 'other vegetables', 'long life bakery product'})
 2510  56.000        frozenset({'bottled water', 'other vegetables', 'soda'})
 2511  46.000        frozenset({'yogurt', 'other vegetables', 'pork'})
 2512  27.000        frozenset({'other vegetables', 'margarine', 'bottled beer'})
 2513  42.000        frozenset({'pastry', 'yogurt', 'sausage'})
 2514  49.000        frozenset({'root vegetables', 'beef', 'rolls/buns'})
 2515  35.000        frozenset({'soda', 'rolls/buns', 'pip fruit'})
 2516  58.000        frozenset({'pastry', 'other vegetables', 'root vegetables'})
 2517  31.000        frozenset({'other vegetables', 'whipped/sour cream', 'onions'})
 2518  87.000        frozenset({'whole milk', 'rolls/buns', 'soda'})
 2519  30.000        frozenset({'other vegetables', 'whole milk', 'cat food'})
 2520  29.000        frozenset({'other vegetables', 'whole milk', 'candy'})
 2521  37.000        frozenset({'other vegetables', 'beef', 'whipped/sour cream'})
 2522  35.000        frozenset({'domestic eggs', 'rolls/buns', 'sausage'})
 2523  58.000        frozenset({'curd', 'whipped/sour cream', 'whole milk'})
 2524  60.000        frozenset({'root vegetables', 'other vegetables', 'frozen vegetables'})
 2525  43.000        frozenset({'bottled water', 'yogurt', 'fruit/vegetable juice'})
 2526  93.000        frozenset({'root vegetables', 'whipped/sour cream', 'whole milk'})
 2527  48.000        frozenset({'other vegetables', 'whole milk', 'salty snack'})
 2528  25.000        frozenset({'yogurt', 'frozen vegetables', 'citrus fruit'})
 2529  25.000        frozenset({'whole milk', 'sugar', 'pip fruit'})
 2530  83.000        frozenset({'other vegetables', 'chicken', 'whole milk'})
 2531  28.000        frozenset({'bottled water', 'pork', 'whole milk'})
 2532  26.000        frozenset({'bottled water', 'tropical fruit', 'whipped/sour cream'})
 2533  80.000        frozenset({'bottled water', 'other vegetables', 'yogurt'})
 2534  103.000        frozenset({'whole milk', 'yogurt', 'soda'})
 2535  26.000        frozenset({'root vegetables', 'frozen vegetables', 'fruit/vegetable juice'})
 2536  38.000        frozenset({'soda', 'yogurt', 'pip fruit'})
 2537  33.000        frozenset({'bottled water', 'root vegetables', 'citrus fruit'})
 2538  39.000        frozenset({'root vegetables', 'other vegetables', 'frankfurter'})
 2539  29.000        frozenset({'whole milk', 'chicken', 'pork'})
 2540  37.000        frozenset({'newspapers', 'other vegetables', 'citrus fruit'})
 2541  127.000        frozenset({'root vegetables', 'other vegetables', 'yogurt'})
 2542  51.000        frozenset({'bottled water', 'fruit/vegetable juice', 'soda'})
 2543  44.000        frozenset({'yogurt', 'rolls/buns', 'butter'})
 2544  29.000        frozenset({'root vegetables', 'beef', 'sausage'})
 2545  27.000        frozenset({'whole milk', 'cream cheese', 'sausage'})
 2546  58.000        frozenset({'other vegetables', 'pip fruit', 'citrus fruit'})
 2547  48.000        frozenset({'yogurt', 'white bread', 'whole milk'})
 2548  27.000        frozenset({'pastry', 'chicken', 'whole milk'})
 2549  52.000        frozenset({'rolls/buns', 'shopping bags', 'whole milk'})
 2550  128.000        frozenset({'other vegetables', 'whole milk', 'citrus fruit'})
 2551  36.000        frozenset({'bottled water', 'other vegetables', 'butter'})
 2552  53.000        frozenset({'bottled water', 'rolls/buns', 'tropical fruit'})
 2553  38.000        frozenset({'root vegetables', 'beef', 'citrus fruit'})
 2554  31.000        frozenset({'coffee', 'shopping bags', 'whole milk'})
 2555  33.000        frozenset({'other vegetables', 'curd', 'sausage'})
 2556  25.000        frozenset({'coffee', 'bottled beer', 'whole milk'})
 2557  35.000        frozenset({'shopping bags', 'fruit/vegetable juice', 'soda'})
 2558  31.000        frozenset({'other vegetables', 'waffles', 'yogurt'})
 2559  30.000        frozenset({'pastry', 'yogurt', 'brown bread'})
 2560  26.000        frozenset({'bottled water', 'tropical fruit', 'napkins'})
 2561  121.000        frozenset({'other vegetables', 'yogurt', 'tropical fruit'})
 2562  25.000        frozenset({'flour', 'whipped/sour cream', 'whole milk'})
 2563  41.000        frozenset({'whole milk', 'fruit/vegetable juice', 'butter'})
 2564  66.000        frozenset({'other vegetables', 'rolls/buns', 'whipped/sour cream'})
 2565  29.000        frozenset({'bottled water', 'other vegetables', 'onions'})
 2566  49.000        frozenset({'other vegetables', 'chicken', 'rolls/buns'})
 2567  33.000        frozenset({'pastry', 'other vegetables', 'shopping bags'})
 2568  59.000        frozenset({'rolls/buns', 'shopping bags', 'sausage'})
 2569  25.000        frozenset({'other vegetables', 'beef', 'frankfurter'})
 2570  56.000        frozenset({'root vegetables', 'tropical fruit', 'citrus fruit'})
 2571  29.000        frozenset({'domestic eggs', 'bottled beer', 'whole milk'})
 2572  38.000        frozenset({'brown bread', 'fruit/vegetable juice', 'whole milk'})
 2573  29.000        frozenset({'root vegetables', 'rolls/buns', 'napkins'})
 2574  32.000        frozenset({'root vegetables', 'frankfurter', 'yogurt'})
 2575  39.000        frozenset({'soda', 'tropical fruit', 'sausage'})
 2576  36.000        frozenset({'brown bread', 'whole milk', 'citrus fruit'})
 2577  27.000        frozenset({'other vegetables', 'yogurt', 'cat food'})
 2578  35.000        frozenset({'yogurt', 'whipped/sour cream', 'sausage'})
 2579  30.000        frozenset({'newspapers', 'rolls/buns', 'sausage'})
 2580  40.000        frozenset({'whole milk', 'white bread', 'soda'})
 2581  37.000        frozenset({'yogurt', 'rolls/buns', 'fruit/vegetable juice'})
 2582  48.000        frozenset({'whole milk', 'curd', 'butter'})
 2583  29.000        frozenset({'beef', 'frankfurter', 'whole milk'})
 2584  27.000        frozenset({'sausage', 'rolls/buns', 'pip fruit'})
 2585  28.000        frozenset({'chocolate', 'other vegetables', 'fruit/vegetable juice'})
 2586  32.000        frozenset({'pastry', 'other vegetables', 'citrus fruit'})
 2587  25.000        frozenset({'yogurt', 'whipped/sour cream', 'napkins'})
 2588  32.000        frozenset({'other vegetables', 'dessert', 'soda'})
 2589  34.000        frozenset({'root vegetables', 'frankfurter', 'rolls/buns'})
 2590  106.000        frozenset({'bottled water', 'other vegetables', 'whole milk'})
 2591  38.000        frozenset({'other vegetables', 'pork', 'soda'})
 2592  28.000        frozenset({'bottled water', 'soda', 'UHT-milk'})
 2593  28.000        frozenset({'bottled water', 'tropical fruit', 'pip fruit'})
 2594  31.000        frozenset({'frankfurter', 'whole milk', 'citrus fruit'})
 2595  46.000        frozenset({'butter milk', 'other vegetables', 'whole milk'})
 2596  25.000        frozenset({'soda', 'white bread', 'sausage'})
 2597  37.000        frozenset({'pastry', 'root vegetables', 'yogurt'})
 2598  25.000        frozenset({'margarine', 'shopping bags', 'whole milk'})
 2599  32.000        frozenset({'yogurt', 'pip fruit', 'citrus fruit'})
 2600  31.000        frozenset({'whipped/sour cream', 'sugar', 'whole milk'})
 2601  28.000        frozenset({'newspapers', 'yogurt', 'sausage'})
 2602  32.000        frozenset({'whole milk', 'bottled beer', 'butter'})
 2603  45.000        frozenset({'tropical fruit', 'white bread', 'whole milk'})
 2604  101.000        frozenset({'yogurt', 'whole milk', 'citrus fruit'})
 2605  29.000        frozenset({'root vegetables', 'long life bakery product', 'whole milk'})
 2606  80.000        frozenset({'root vegetables', 'other vegetables', 'pip fruit'})
 2607  28.000        frozenset({'chicken', 'tropical fruit', 'whole milk'})
 2608  47.000        frozenset({'whole milk', 'fruit/vegetable juice', 'pip fruit'})
 2609  26.000        frozenset({'root vegetables', 'domestic eggs', 'rolls/buns'})
 2610  25.000        frozenset({'other vegetables', 'fruit/vegetable juice', 'long life bakery product'})
 2611  228.000        frozenset({'root vegetables', 'other vegetables', 'whole milk'})
 2612  26.000        frozenset({'pork', 'fruit/vegetable juice', 'whole milk'})
 2613  26.000        frozenset({'hard cheese', 'whipped/sour cream', 'whole milk'})
 2614  86.000        frozenset({'whole milk', 'yogurt', 'sausage'})
 2615  26.000        frozenset({'bottled water', 'frankfurter', 'whole milk'})
 2616  35.000        frozenset({'soda', 'other vegetables', 'butter'})
 2617  42.000        frozenset({'newspapers', 'tropical fruit', 'other vegetables'})
 2618  57.000        frozenset({'domestic eggs', 'yogurt', 'other vegetables'})
 2619  40.000        frozenset({'pastry', 'whole milk', 'bottled water'})
 2620  97.000        frozenset({'other vegetables', 'curd', 'whole milk'})
 2621  27.000        frozenset({'tropical fruit', 'whipped/sour cream', 'soda'})
 2622  27.000        frozenset({'bottled beer', 'fruit/vegetable juice', 'soda'})
 2623  67.000        frozenset({'root vegetables', 'pork', 'whole milk'})
 2624  33.000        frozenset({'other vegetables', 'curd', 'pip fruit'})
 2625  37.000        frozenset({'pastry', 'root vegetables', 'rolls/buns'})
 2626  32.000        frozenset({'tropical fruit', 'long life bakery product', 'whole milk'})
 2627  32.000        frozenset({'root vegetables', 'tropical fruit', 'fruit/vegetable juice'})
 2628  59.000        frozenset({'whole milk', 'whipped/sour cream', 'pip fruit'})
 2629  93.000        frozenset({'other vegetables', 'tropical fruit', 'pip fruit'})
 2630  39.000        frozenset({'ham', 'yogurt', 'whole milk'})
 2631  28.000        frozenset({'tropical fruit', 'dessert', 'whole milk'})
 2632  39.000        frozenset({'cream cheese', 'whipped/sour cream', 'whole milk'})
 2633  168.000        frozenset({'other vegetables', 'tropical fruit', 'whole milk'})
 2634  46.000        frozenset({'whole milk', 'soda', 'napkins'})
 2635  35.000        frozenset({'yogurt', 'fruit/vegetable juice', 'butter'})
 2636  30.000        frozenset({'other vegetables', 'brown bread', 'shopping bags'})
 2637  30.000        frozenset({'brown bread', 'shopping bags', 'soda'})
 2638  40.000        frozenset({'root vegetables', 'other vegetables', 'brown bread'})
 2639  29.000        frozenset({'rolls/buns', 'tropical fruit', 'fruit/vegetable juice'})
 2640  28.000        frozenset({'whole milk', 'dessert', 'sausage'})
 2641  29.000        frozenset({'bottled water', 'tropical fruit', 'fruit/vegetable juice'})
 2642  42.000        frozenset({'domestic eggs', 'yogurt', 'rolls/buns'})
 2643  38.000        frozenset({'pastry', 'newspapers', 'whole milk'})
 2644  42.000        frozenset({'other vegetables', 'fruit/vegetable juice', 'whipped/sour cream'})
 2645  40.000        frozenset({'bottled water', 'shopping bags', 'soda'})
 2646  32.000        frozenset({'yogurt', 'baking powder', 'whole milk'})
 2647  26.000        frozenset({'other vegetables', 'coffee', 'tropical fruit'})
 2648  25.000        frozenset({'beef', 'yogurt', 'whipped/sour cream'})
 2649  35.000        frozenset({'whole milk', 'curd', 'soda'})
 2650  41.000        frozenset({'yogurt', 'hard cheese', 'whole milk'})
 2651  50.000        frozenset({'whole milk', 'whipped/sour cream', 'sausage'})
 2652  25.000        frozenset({'yogurt', 'white bread', 'soda'})
 2653  51.000        frozenset({'frankfurter', 'tropical fruit', 'whole milk'})
 2654  28.000        frozenset({'frankfurter', 'pork', 'whole milk'})
 2655  45.000        frozenset({'yogurt', 'tropical fruit', 'butter'})
 2656  72.000        frozenset({'root vegetables', 'domestic eggs', 'other vegetables'})
 2657  25.000        frozenset({'tropical fruit', 'oil', 'whole milk'})
 2658  31.000        frozenset({'tropical fruit', 'bottled beer', 'whole milk'})
 2659  48.000        frozenset({'yogurt', 'pork', 'whole milk'})
 2660  51.000        frozenset({'other vegetables', 'whole milk', 'hygiene articles'})
 2661  39.000        frozenset({'other vegetables', 'tropical fruit', 'napkins'})
 2662  26.000        frozenset({'beef', 'rolls/buns', 'citrus fruit'})
 2663  28.000        frozenset({'root vegetables', 'fruit/vegetable juice', 'bottled water'})
 2664  28.000        frozenset({'frankfurter', 'fruit/vegetable juice', 'whole milk'})
 2665  41.000        frozenset({'butter milk', 'other vegetables', 'yogurt'})
 2666  28.000        frozenset({'pastry', 'other vegetables', 'fruit/vegetable juice'})
 2667  25.000        frozenset({'hard cheese', 'rolls/buns', 'whole milk'})
 2668  34.000        frozenset({'bottled water', 'other vegetables', 'margarine'})
 2669  38.000        frozenset({'root vegetables', 'yogurt', 'butter'})
 2670  25.000        frozenset({'rolls/buns', 'tropical fruit', 'butter'})
 2671  36.000        frozenset({'other vegetables', 'sausage', 'pip fruit'})
 2672  27.000        frozenset({'sugar', 'whole milk', 'citrus fruit'})
 2673  25.000        frozenset({'root vegetables', 'frozen meals', 'other vegetables'})
 2674  36.000        frozenset({'other vegetables', 'shopping bags', 'whipped/sour cream'})
 2675  44.000        frozenset({'other vegetables', 'beef', 'tropical fruit'})
 2676  31.000        frozenset({'chocolate', 'newspapers', 'whole milk'})
 2677  26.000        frozenset({'bottled water', 'tropical fruit', 'bottled beer'})
 2678  29.000        frozenset({'other vegetables', 'pork', 'sausage'})
 2679  31.000        frozenset({'whole milk', 'frozen vegetables', 'butter'})
 2680  33.000        frozenset({'newspapers', 'other vegetables', 'sausage'})
 2681  30.000        frozenset({'other vegetables', 'chicken', 'butter'})
 2682  26.000        frozenset({'yogurt', 'citrus fruit', 'napkins'})
 2683  41.000        frozenset({'pastry', 'other vegetables', 'whipped/sour cream'})
 2684  33.000        frozenset({'other vegetables', 'pork', 'citrus fruit'})
 2685  58.000        frozenset({'other vegetables', 'white bread', 'whole milk'})
 2686  89.000        frozenset({'other vegetables', 'tropical fruit', 'citrus fruit'})
 2687  25.000        frozenset({'bottled water', 'cream cheese', 'whole milk'})
 2688  26.000        frozenset({'other vegetables', 'coffee', 'soda'})
 2689  30.000        frozenset({'yogurt', 'dessert', 'soda'})
 2690  60.000        frozenset({'yogurt', 'other vegetables', 'curd'})
 2691  35.000        frozenset({'root vegetables', 'tropical fruit', 'sausage'})
 2692  29.000        frozenset({'yogurt', 'pork', 'root vegetables'})
 2693  27.000        frozenset({'chicken', 'frozen vegetables', 'whole milk'})
 2694  25.000        frozenset({'root vegetables', 'other vegetables', 'hygiene articles'})
 2695  29.000        frozenset({'chocolate', 'pastry', 'whole milk'})
 2696  32.000        frozenset({'fruit/vegetable juice', 'whole milk', 'napkins'})
 2697  38.000        frozenset({'root vegetables', 'rolls/buns', 'butter'})
 2698  31.000        frozenset({'sliced cheese', 'whole milk', 'sausage'})
 2699  25.000        frozenset({'flour', 'yogurt', 'whole milk'})
 2700  25.000        frozenset({'bottled beer', 'fruit/vegetable juice', 'other vegetables'})
 2701  33.000        frozenset({'yogurt', 'cream cheese', 'whipped/sour cream'})
 2702  44.000        frozenset({'whole milk', 'brown bread', 'sausage'})
 2703  25.000        frozenset({'other vegetables', 'bottled beer', 'citrus fruit'})
 2704  26.000        frozenset({'frankfurter', 'shopping bags', 'whole milk'})
 2705  25.000        frozenset({'pastry', 'sausage', 'pip fruit'})
 2706  27.000        frozenset({'waffles', 'yogurt', 'rolls/buns'})
 2707  31.000        frozenset({'other vegetables', 'frankfurter', 'sausage'})
 2708  44.000        frozenset({'whole milk', 'pip fruit', 'butter'})
 2709  65.000        frozenset({'yogurt', 'tropical fruit', 'soda'})
 2710  48.000        frozenset({'other vegetables', 'whipped/sour cream', 'soda'})
 2711  31.000        frozenset({'whole milk', 'rolls/buns', 'onions'})
 2712  35.000        frozenset({'other vegetables', 'beef', 'soda'})
 2713  43.000        frozenset({'bottled water', 'whipped/sour cream', 'whole milk'})
 2714  60.000        frozenset({'yogurt', 'frozen vegetables', 'whole milk'})
 2715  56.000        frozenset({'soda', 'shopping bags', 'sausage'})
 2716  32.000        frozenset({'root vegetables', 'other vegetables', 'waffles'})
 2717  34.000        frozenset({'hamburger meat', 'other vegetables', 'yogurt'})
 2718  31.000        frozenset({'other vegetables', 'rolls/buns', 'meat'})
 2719  25.000        frozenset({'pastry', 'whole milk', 'hygiene articles'})
 2720  36.000        frozenset({'other vegetables', 'curd', 'rolls/buns'})
 2721  44.000        frozenset({'whole milk', 'soda', 'citrus fruit'})
 2722  25.000        frozenset({'hamburger meat', 'pastry', 'whole milk'})
 2723  30.000        frozenset({'yogurt', 'curd', 'citrus fruit'})
 2724  30.000        frozenset({'sliced cheese', 'rolls/buns', 'whole milk'})
 2725  25.000        frozenset({'other vegetables', 'whole milk', 'processed cheese'})
 2726  25.000        frozenset({'other vegetables', 'margarine', 'fruit/vegetable juice'})
 2727  31.000        frozenset({'pastry', 'pork', 'whole milk'})
 2728  43.000        frozenset({'other vegetables', 'rolls/buns', 'fruit/vegetable juice'})
 2729  38.000        frozenset({'fruit/vegetable juice', 'yogurt', 'whipped/sour cream'})
 2730  54.000        frozenset({'root vegetables', 'other vegetables', 'curd'})
 2731  47.000        frozenset({'other vegetables', 'ham', 'whole milk'})
 2732  40.000        frozenset({'bottled water', 'other vegetables', 'fruit/vegetable juice'})
 2733  25.000        frozenset({'other vegetables', 'margarine', 'citrus fruit'})
 2734  50.000        frozenset({'yogurt', 'fruit/vegetable juice', 'soda'})
 2735  28.000        frozenset({'other vegetables', 'yogurt', 'hygiene articles'})
 2736  52.000        frozenset({'other vegetables', 'yogurt', 'frozen vegetables'})
 2737  28.000        frozenset({'margarine', 'rolls/buns', 'sausage'})
 2738  25.000        frozenset({'rolls/buns', 'sausage', 'citrus fruit'})
 2739  25.000        frozenset({'bottled water', 'shopping bags', 'sausage'})
 2740  26.000        frozenset({'root vegetables', 'frozen vegetables', 'citrus fruit'})
 2741  31.000        frozenset({'chocolate', 'other vegetables', 'sausage'})
 2742  30.000        frozenset({'hamburger meat', 'whole milk', 'butter'})
 2743  28.000        frozenset({'other vegetables', 'sugar', 'soda'})
 2744  46.000        frozenset({'hamburger meat', 'other vegetables', 'rolls/buns'})
 2745  27.000        frozenset({'whole milk', 'whipped/sour cream', 'salty snack'})
 2746  34.000        frozenset({'bottled beer', 'whole milk', 'citrus fruit'})
 2747  35.000        frozenset({'root vegetables', 'domestic eggs', 'tropical fruit'})
 2748  40.000        frozenset({'margarine', 'whipped/sour cream', 'whole milk'})
 2749  50.000        frozenset({'other vegetables', 'oil', 'whole milk'})
 2750  34.000        frozenset({'ham', 'rolls/buns', 'whole milk'})
 2751  51.000        frozenset({'domestic eggs', 'margarine', 'whole milk'})
 2752  45.000        frozenset({'sliced cheese', 'other vegetables', 'whole milk'})
 2753  40.000        frozenset({'tropical fruit', 'whole milk', 'hygiene articles'})
 2754  52.000        frozenset({'other vegetables', 'curd', 'tropical fruit'})
 2755  25.000        frozenset({'root vegetables', 'pork', 'tropical fruit'})
 2756  137.000        frozenset({'other vegetables', 'whole milk', 'soda'})
 2757  30.000        frozenset({'sausage', 'tropical fruit', 'pip fruit'})
 2758  30.000        frozenset({'whole milk', 'long life bakery product', 'soda'})
 2759  33.000        frozenset({'root vegetables', 'fruit/vegetable juice', 'soda'})
 2760  46.000        frozenset({'soda', 'other vegetables', 'pip fruit'})
 2761  25.000        frozenset({'soda', 'whole milk', 'candy'})
 2762  33.000        frozenset({'chocolate', 'whole milk', 'butter'})
 2763  26.000        frozenset({'margarine', 'yogurt', 'citrus fruit'})
 2764  30.000        frozenset({'yogurt', 'butter', 'citrus fruit'})
 2765  49.000        frozenset({'newspapers', 'other vegetables', 'soda'})
 2766  58.000        frozenset({'root vegetables', 'other vegetables', 'margarine'})
 2767  65.000        frozenset({'root vegetables', 'other vegetables', 'butter'})
 2768  72.000        frozenset({'bottled water', 'other vegetables', 'rolls/buns'})
 2769  48.000        frozenset({'bottled water', 'domestic eggs', 'whole milk'})
 2770  50.000        frozenset({'domestic eggs', 'other vegetables', 'soda'})
 2771  34.000        frozenset({'other vegetables', 'yogurt', 'cream cheese', 'whole milk'})
 2772  30.000        frozenset({'other vegetables', 'beef', 'yogurt', 'whole milk'})
 2773  55.000        frozenset({'other vegetables', 'yogurt', 'whipped/sour cream', 'whole milk'})
 2774  27.000        frozenset({'root vegetables', 'whole milk', 'tropical fruit', 'sausage'})
 2775  25.000        frozenset({'other vegetables', 'curd', 'whipped/sour cream', 'whole milk'})
 2776  30.000        frozenset({'bottled water', 'other vegetables', 'yogurt', 'tropical fruit'})
 2777  28.000        frozenset({'other vegetables', 'yogurt', 'tropical fruit', 'fruit/vegetable juice'})
 2778  28.000        frozenset({'other vegetables', 'whole milk', 'rolls/buns', 'butter'})
 2779  29.000        frozenset({'root vegetables', 'other vegetables', 'chicken', 'whole milk'})
 2780  26.000        frozenset({'soda', 'other vegetables', 'whole milk', 'sausage'})
 2781  25.000        frozenset({'other vegetables', 'yogurt', 'dessert', 'whole milk'})
 2782  35.000        frozenset({'other vegetables', 'yogurt', 'tropical fruit', 'whipped/sour cream'})
 2783  26.000        frozenset({'margarine', 'yogurt', 'rolls/buns', 'whole milk'})
 2784  25.000        frozenset({'whole milk', 'yogurt', 'rolls/buns', 'butter'})
 2785  29.000        frozenset({'root vegetables', 'whole milk', 'curd', 'yogurt'})
 2786  36.000        frozenset({'bottled water', 'yogurt', 'tropical fruit', 'whole milk'})
 2787  30.000        frozenset({'domestic eggs', 'whole milk', 'other vegetables', 'butter'})
 2788  39.000        frozenset({'root vegetables', 'other vegetables', 'whole milk', 'bottled water'})
 2789  27.000        frozenset({'other vegetables', 'tropical fruit', 'whipped/sour cream', 'pip fruit'})
 2790  30.000        frozenset({'other vegetables', 'whole milk', 'tropical fruit', 'soda'})
 2791  39.000        frozenset({'root vegetables', 'other vegetables', 'fruit/vegetable juice', 'whole milk'})
 2792  35.000        frozenset({'root vegetables', 'tropical fruit', 'whole milk', 'citrus fruit'})
 2793  57.000        frozenset({'root vegetables', 'other vegetables', 'whole milk', 'citrus fruit'})
